<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,20100813,000000,163.41000,163.88000,160.26000,161.26000,35415215
GAZP,D,20100816,000000,161.19000,163.18000,158.91000,163.18000,38312614
GAZP,D,20100817,000000,163.37000,164.70000,162.72000,164.20000,35876721
GAZP,D,20100818,000000,163.90000,164.00000,162.23000,162.40000,27432359
GAZP,D,20100819,000000,163.50000,165.18000,160.04000,160.10000,43431594
GAZP,D,20100820,000000,160.10000,161.17000,157.81000,158.73000,42170720
GAZP,D,20100823,000000,159.25000,159.90000,157.13000,159.11000,32867393
GAZP,D,20100824,000000,157.82000,158.37000,155.46000,156.60000,34765491
GAZP,D,20100825,000000,156.60000,158.33000,154.72000,155.61000,36801051
GAZP,D,20100826,000000,157.42000,158.87000,156.80000,158.70000,40709007
GAZP,D,20100827,000000,157.91000,159.18000,156.50000,158.56000,36583836
GAZP,D,20100830,000000,159.95000,160.44000,158.63000,159.00000,31734434
GAZP,D,20100831,000000,157.54000,159.20000,155.94000,159.15000,37258355
GAZP,D,20100901,000000,159.60000,162.77000,158.07000,161.79000,48730998
GAZP,D,20100902,000000,161.79000,163.57000,161.53000,162.80000,42681209
GAZP,D,20100903,000000,162.99000,164.65000,161.13000,163.00000,49384015
GAZP,D,20100906,000000,164.11000,164.90000,162.80000,162.95000,29482822
GAZP,D,20100907,000000,162.45000,162.45000,160.77000,161.54000,27619419
GAZP,D,20100908,000000,160.87000,164.24000,160.78000,164.14000,42905640
GAZP,D,20100909,000000,163.70000,167.39000,163.21000,165.53000,54572142
GAZP,D,20100910,000000,165.34000,166.37000,163.89000,164.40000,33895923
GAZP,D,20100913,000000,166.24000,166.91000,164.80000,165.00000,39889463
GAZP,D,20100914,000000,164.51000,164.75000,162.43000,163.00000,47407661
GAZP,D,20100915,000000,162.95000,164.13000,161.62000,163.87000,43898286
GAZP,D,20100916,000000,163.07000,163.79000,162.51000,163.17000,29468668
GAZP,D,20100917,000000,164.60000,165.30000,162.01000,162.18000,37763011
GAZP,D,20100920,000000,162.47000,163.44000,161.91000,163.15000,27180422
GAZP,D,20100921,000000,163.37000,164.94000,162.43000,163.14000,34188179
GAZP,D,20100922,000000,162.95000,163.43000,160.79000,160.80000,41656544
GAZP,D,20100923,000000,161.09000,161.65000,158.57000,159.22000,43737115
GAZP,D,20100924,000000,158.77000,158.79000,157.37000,157.97000,48539248
GAZP,D,20100927,000000,159.47000,159.81000,157.10000,157.50000,44995047
GAZP,D,20100928,000000,157.07000,157.70000,155.71000,156.80000,41608656
GAZP,D,20100929,000000,157.50000,159.09000,157.13000,157.85000,42492680
GAZP,D,20100930,000000,157.85000,160.29000,157.81000,160.00000,54723017
GAZP,D,20101001,000000,160.00000,162.01000,159.47000,160.54000,60923751
GAZP,D,20101004,000000,161.40000,163.14000,160.50000,161.99000,61902787
GAZP,D,20101005,000000,162.00000,162.53000,160.31000,162.44000,61546943
GAZP,D,20101006,000000,163.50000,164.40000,162.00000,163.00000,67921495
GAZP,D,20101007,000000,163.27000,164.00000,162.15000,162.49000,43529081
GAZP,D,20101008,000000,162.28000,163.35000,161.36000,163.35000,43243330
GAZP,D,20101011,000000,164.01000,165.15000,163.65000,165.00000,35204894
GAZP,D,20101012,000000,163.40000,163.84000,162.56000,163.00000,44302117
GAZP,D,20101013,000000,163.86000,165.03000,162.84000,164.74000,57311591
GAZP,D,20101014,000000,165.53000,165.75000,161.66000,162.30000,56195281
GAZP,D,20101015,000000,162.35000,163.12000,160.63000,161.00000,44072759
GAZP,D,20101018,000000,160.24000,163.60000,159.72000,163.40000,51360780
GAZP,D,20101019,000000,163.39000,164.67000,161.52000,162.27000,57126626
GAZP,D,20101020,000000,161.47000,162.87000,160.53000,161.90000,39951196
GAZP,D,20101021,000000,162.11000,165.98000,161.06000,165.80000,76097438
GAZP,D,20101022,000000,165.30000,169.70000,164.56000,168.49000,80826770
GAZP,D,20101025,000000,170.01000,171.40000,169.21000,169.62000,76302827
GAZP,D,20101026,000000,169.55000,169.97000,167.35000,168.45000,50388722
GAZP,D,20101027,000000,168.15000,168.50000,167.00000,167.02000,42794681
GAZP,D,20101028,000000,167.71000,169.50000,166.50000,167.17000,46129940
GAZP,D,20101029,000000,166.82000,170.47000,166.56000,168.89000,50896413
GAZP,D,20101101,000000,169.99000,171.40000,169.40000,169.89000,46087533
GAZP,D,20101102,000000,169.93000,170.50000,168.95000,170.16000,28573798
GAZP,D,20101103,000000,170.26000,171.00000,169.56000,170.19000,33887892
GAZP,D,20101108,000000,174.38000,175.35000,173.60000,174.20000,62888228
GAZP,D,20101109,000000,174.02000,177.44000,174.02000,176.10000,70927999
GAZP,D,20101110,000000,175.04000,175.51000,173.10000,174.47000,54807302
GAZP,D,20101111,000000,175.39000,175.74000,172.36000,172.60000,42875766
GAZP,D,20101112,000000,170.99000,172.80000,169.90000,171.88000,46123354
GAZP,D,20101113,000000,171.18000,171.91000,170.62000,171.69000,13316997
GAZP,D,20101115,000000,172.00000,173.20000,170.57000,171.79000,35088226
GAZP,D,20101116,000000,170.82000,170.85000,168.48000,169.57000,37314860
GAZP,D,20101117,000000,168.45000,170.19000,167.66000,168.81000,40258848
GAZP,D,20101118,000000,169.57000,170.70000,169.20000,170.70000,33926359
GAZP,D,20101119,000000,170.69000,172.30000,169.23000,172.20000,43812677
GAZP,D,20101122,000000,172.98000,174.09000,169.52000,169.71000,56322495
GAZP,D,20101123,000000,168.97000,169.50000,166.90000,167.70000,47873576
GAZP,D,20101124,000000,168.20000,170.50000,165.60000,170.32000,65358337
GAZP,D,20101125,000000,170.50000,173.78000,169.60000,172.60000,62109192
GAZP,D,20101126,000000,171.83000,175.10000,171.71000,174.49000,76524288
GAZP,D,20101129,000000,175.50000,176.37000,172.20000,173.03000,55407889
GAZP,D,20101130,000000,173.66000,175.00000,172.27000,174.20000,46094132
GAZP,D,20101201,000000,174.70000,183.00000,174.55000,182.49000,148081682
GAZP,D,20101202,000000,184.05000,189.74000,182.72000,189.20000,170181764
GAZP,D,20101203,000000,189.20000,193.30000,187.85000,190.70000,159431094
GAZP,D,20101206,000000,191.11000,194.55000,191.11000,194.30000,94455773
GAZP,D,20101207,000000,194.99000,196.30000,191.75000,192.95000,102870484
GAZP,D,20101208,000000,191.35000,193.60000,189.71000,190.90000,72268870
GAZP,D,20101209,000000,192.85000,193.49000,191.10000,192.83000,55623604
GAZP,D,20101210,000000,192.83000,194.15000,191.31000,192.87000,49300524
GAZP,D,20101213,000000,194.10000,196.50000,193.80000,195.80000,63397521
GAZP,D,20101214,000000,195.04000,197.75000,194.09000,197.20000,62753629
GAZP,D,20101215,000000,196.56000,198.15000,193.50000,195.56000,74594996
GAZP,D,20101216,000000,194.66000,195.26000,192.60000,193.43000,51025469
GAZP,D,20101217,000000,194.00000,196.50000,193.43000,194.11000,61446994
GAZP,D,20101220,000000,193.84000,194.90000,192.85000,194.03000,32299486
GAZP,D,20101221,000000,195.25000,196.11000,194.49000,195.52000,29012272
GAZP,D,20101222,000000,196.21000,197.84000,195.90000,197.00000,42184311
GAZP,D,20101223,000000,197.11000,197.17000,195.07000,196.01000,32028477
GAZP,D,20101224,000000,196.39000,196.55000,194.51000,195.32000,16880249
GAZP,D,20101227,000000,195.08000,195.80000,194.09000,194.90000,17073821
GAZP,D,20101228,000000,195.19000,195.32000,194.11000,194.41000,17412509
GAZP,D,20101229,000000,194.71000,195.20000,191.52000,192.50000,24168621
GAZP,D,20101230,000000,192.52000,193.98000,191.70000,193.50000,20577619
GAZP,D,20110111,000000,193.92000,194.40000,191.98000,194.15000,32734445
GAZP,D,20110112,000000,194.98000,200.95000,194.32000,200.64000,69727226
GAZP,D,20110113,000000,200.65000,202.85000,196.51000,197.40000,74213300
GAZP,D,20110114,000000,196.89000,198.84000,194.12000,195.92000,67338242
GAZP,D,20110117,000000,195.99000,199.95000,195.35000,198.70000,52545140
GAZP,D,20110118,000000,199.00000,201.35000,196.50000,198.80000,78888491
GAZP,D,20110119,000000,199.64000,200.55000,197.55000,198.12000,57791074
GAZP,D,20110120,000000,196.53000,196.69000,193.24000,194.20000,65724818
GAZP,D,20110121,000000,194.68000,195.18000,191.81000,192.71000,74665628
GAZP,D,20110124,000000,193.57000,193.60000,187.26000,189.05000,70597589
GAZP,D,20110125,000000,190.42000,192.44000,188.88000,190.00000,57640202
GAZP,D,20110126,000000,190.80000,197.50000,190.77000,197.14000,89885588
GAZP,D,20110127,000000,197.88000,202.00000,195.73000,201.30000,126860884
GAZP,D,20110128,000000,200.53000,202.24000,199.03000,199.70000,77685896
GAZP,D,20110131,000000,198.48000,198.70000,195.83000,196.98000,50887125
GAZP,D,20110201,000000,198.43000,205.00000,197.80000,204.91000,87925574
GAZP,D,20110202,000000,205.50000,211.24000,205.40000,209.51000,140814431
GAZP,D,20110203,000000,210.42000,212.90000,206.30000,207.03000,90014503
GAZP,D,20110204,000000,208.30000,213.75000,207.70000,213.30000,112591143
GAZP,D,20110207,000000,213.90000,215.20000,210.75000,213.60000,67542008
GAZP,D,20110208,000000,213.20000,216.65000,210.28000,210.40000,116194137
GAZP,D,20110209,000000,211.54000,215.45000,209.69000,215.15000,86628289
GAZP,D,20110210,000000,214.03000,214.87000,208.01000,208.22000,87342082
GAZP,D,20110211,000000,208.31000,210.30000,205.22000,208.50000,80493458
GAZP,D,20110214,000000,210.01000,211.48000,203.50000,203.51000,71882630
GAZP,D,20110215,000000,203.71000,205.20000,199.33000,199.50000,84116617
GAZP,D,20110216,000000,200.02000,200.90000,196.07000,199.40000,104428611
GAZP,D,20110217,000000,200.52000,201.13000,195.22000,195.45000,68943114
GAZP,D,20110218,000000,196.28000,197.27000,194.12000,195.50000,67867279
GAZP,D,20110221,000000,196.29000,199.36000,194.85000,198.92000,54732567
GAZP,D,20110222,000000,197.50000,198.45000,195.52000,197.80000,56384196
GAZP,D,20110224,000000,199.80000,209.30000,199.27000,208.05000,147395444
GAZP,D,20110225,000000,208.90000,211.25000,205.11000,209.30000,92056064
GAZP,D,20110228,000000,210.29000,212.75000,207.25000,210.71000,67884559
GAZP,D,20110301,000000,212.37000,214.90000,208.25000,209.48000,99433930
GAZP,D,20110302,000000,208.30000,212.15000,207.88000,212.00000,65704160
GAZP,D,20110303,000000,212.62000,215.30000,212.60000,213.54000,84652840
GAZP,D,20110304,000000,214.24000,214.88000,212.12000,212.90000,49119910
GAZP,D,20110305,000000,213.08000,214.39000,212.80000,214.12000,17906080
GAZP,D,20110309,000000,214.39000,216.12000,212.06000,214.77000,56843450
GAZP,D,20110310,000000,213.55000,214.44000,207.67000,207.95000,66812850
GAZP,D,20110311,000000,205.90000,209.88000,204.00000,209.10000,77281830
GAZP,D,20110314,000000,208.09000,217.28000,207.91000,216.25000,134332220
GAZP,D,20110315,000000,212.99000,217.65000,210.28000,217.50000,159041750
GAZP,D,20110316,000000,219.34000,224.15000,218.52000,221.81000,165679720
GAZP,D,20110317,000000,221.65000,225.84000,221.45000,224.91000,109912800
GAZP,D,20110318,000000,226.53000,226.89000,221.65000,224.10000,76465280
GAZP,D,20110321,000000,225.02000,226.15000,221.75000,222.36000,54644880
GAZP,D,20110322,000000,222.67000,223.35000,219.53000,220.32000,53503650
GAZP,D,20110323,000000,219.61000,223.70000,219.20000,223.50000,61392750
GAZP,D,20110324,000000,223.89000,225.10000,221.35000,224.30000,84739210
GAZP,D,20110325,000000,224.87000,225.19000,222.36000,222.81000,54964450
GAZP,D,20110328,000000,223.01000,225.72000,222.89000,225.50000,54259690
GAZP,D,20110329,000000,225.90000,226.17000,222.51000,224.01000,59590940
GAZP,D,20110330,000000,225.51000,229.50000,225.37000,229.32000,79777480
GAZP,D,20110331,000000,229.38000,230.44000,228.30000,229.09000,70108740
GAZP,D,20110401,000000,229.10000,235.40000,228.06000,235.10000,77619810
GAZP,D,20110404,000000,235.98000,240.75000,235.17000,237.70000,101744410
GAZP,D,20110405,000000,238.46000,239.30000,235.55000,238.72000,71036250
GAZP,D,20110406,000000,239.09000,241.95000,237.01000,239.40000,70836160
GAZP,D,20110407,000000,238.30000,240.23000,236.54000,238.00000,63420600
GAZP,D,20110408,000000,239.67000,243.70000,239.12000,243.20000,75461620
GAZP,D,20110411,000000,243.51000,247.47000,241.77000,244.00000,93008010
GAZP,D,20110412,000000,240.70000,241.49000,234.46000,235.57000,101913150
GAZP,D,20110413,000000,236.17000,237.29000,232.77000,235.07000,87416010
GAZP,D,20110414,000000,234.64000,234.67000,226.90000,228.87000,80224520
GAZP,D,20110415,000000,228.63000,231.78000,227.14000,227.60000,80757900
GAZP,D,20110418,000000,227.70000,228.90000,217.00000,218.91000,90891410
GAZP,D,20110419,000000,221.22000,225.80000,220.70000,225.69000,73437740
GAZP,D,20110420,000000,227.40000,231.29000,227.05000,230.51000,73440720
GAZP,D,20110421,000000,233.11000,235.00000,231.59000,235.00000,76105300
GAZP,D,20110422,000000,235.35000,237.27000,235.00000,236.89000,27708770
GAZP,D,20110425,000000,238.03000,239.77000,233.55000,233.90000,60932270
GAZP,D,20110426,000000,232.73000,235.28000,228.70000,232.14000,69203150
GAZP,D,20110427,000000,234.25000,234.85000,229.10000,231.90000,63618580
GAZP,D,20110428,000000,235.01000,235.60000,229.63000,231.90000,63313250
GAZP,D,20110429,000000,230.74000,232.69000,228.15000,231.78000,37402850
GAZP,D,20110503,000000,231.02000,232.00000,220.89000,221.64000,64528250
GAZP,D,20110504,000000,222.10000,223.00000,211.12000,212.44000,113979210
GAZP,D,20110505,000000,213.61000,215.45000,205.12000,208.80000,109274770
GAZP,D,20110506,000000,206.32000,213.05000,204.70000,211.68000,110261810
GAZP,D,20110510,000000,210.68000,215.67000,210.13000,214.00000,72594000
GAZP,D,20110511,000000,215.27000,217.19000,209.02000,210.00000,69701490
GAZP,D,20110512,000000,208.21000,208.48000,201.25000,203.12000,87211980
GAZP,D,20110513,000000,204.01000,204.87000,200.62000,201.08000,67509790
GAZP,D,20110516,000000,199.28000,202.00000,196.38000,198.49000,80073440
GAZP,D,20110517,000000,198.61000,200.49000,196.00000,198.50000,61193010
GAZP,D,20110518,000000,200.90000,203.00000,199.00000,202.85000,59667360
GAZP,D,20110519,000000,203.30000,206.16000,200.57000,201.36000,80181340
GAZP,D,20110520,000000,202.00000,203.80000,195.60000,196.90000,74753650
GAZP,D,20110523,000000,194.99000,195.37000,190.05000,190.30000,72338120
GAZP,D,20110524,000000,191.34000,195.95000,191.30000,195.50000,64612870
GAZP,D,20110525,000000,193.44000,196.99000,192.50000,196.77000,69555810
GAZP,D,20110526,000000,198.17000,199.24000,194.20000,195.00000,77171420
GAZP,D,20110527,000000,196.69000,202.50000,195.77000,201.82000,83415690
GAZP,D,20110530,000000,201.80000,204.40000,201.47000,203.89000,32136910
GAZP,D,20110531,000000,205.22000,207.75000,203.95000,204.02000,65101970
GAZP,D,20110601,000000,205.42000,206.60000,203.13000,203.48000,62583320
GAZP,D,20110602,000000,200.67000,202.30000,198.56000,201.68000,74500160
GAZP,D,20110603,000000,201.40000,203.00000,195.11000,196.55000,82865600
GAZP,D,20110606,000000,196.50000,197.41000,194.07000,195.97000,53736200
GAZP,D,20110607,000000,195.57000,204.90000,195.15000,204.67000,91268730
GAZP,D,20110608,000000,204.00000,208.75000,202.10000,207.11000,86341060
GAZP,D,20110609,000000,207.66000,212.49000,206.18000,211.92000,90296030
GAZP,D,20110610,000000,211.00000,211.38000,207.30000,209.21000,73626670
GAZP,D,20110614,000000,210.60000,211.25000,207.37000,208.24000,48615700
GAZP,D,20110615,000000,208.37000,210.49000,205.60000,206.00000,67304760
GAZP,D,20110616,000000,203.57000,205.49000,201.65000,204.60000,70556820
GAZP,D,20110617,000000,203.49000,203.95000,198.18000,200.80000,82459700
GAZP,D,20110620,000000,199.29000,200.77000,197.80000,199.00000,47818710
GAZP,D,20110621,000000,200.67000,202.19000,199.78000,200.95000,41605190
GAZP,D,20110622,000000,201.55000,202.87000,198.50000,202.54000,56933770
GAZP,D,20110623,000000,200.76000,201.67000,195.90000,195.95000,76354160
GAZP,D,20110624,000000,200.00000,201.37000,198.44000,199.22000,74379840
GAZP,D,20110627,000000,198.51000,199.84000,195.60000,196.29000,61111400
GAZP,D,20110628,000000,197.45000,199.05000,195.80000,199.05000,63838180
GAZP,D,20110629,000000,199.77000,202.39000,199.25000,201.51000,64539330
GAZP,D,20110630,000000,202.22000,204.57000,201.60000,203.87000,52947800
GAZP,D,20110701,000000,203.56000,206.31000,202.08000,205.00000,57651460
GAZP,D,20110704,000000,205.90000,205.94000,204.00000,205.24000,29394920
GAZP,D,20110705,000000,204.44000,205.02000,202.35000,203.60000,43552960
GAZP,D,20110706,000000,204.10000,204.43000,201.21000,201.56000,42489750
GAZP,D,20110707,000000,203.30000,208.16000,203.30000,207.70000,67508760
GAZP,D,20110708,000000,207.11000,208.78000,203.70000,205.44000,65007130
GAZP,D,20110711,000000,204.30000,204.75000,201.51000,201.94000,38177210
GAZP,D,20110712,000000,200.61000,202.20000,198.08000,201.59000,57917900
GAZP,D,20110713,000000,202.06000,203.98000,199.74000,202.95000,54208480
GAZP,D,20110714,000000,201.77000,203.00000,200.00000,201.00000,52537400
GAZP,D,20110715,000000,200.19000,202.20000,198.88000,201.60000,53930090
GAZP,D,20110718,000000,201.36000,202.30000,197.79000,197.95000,41802170
GAZP,D,20110719,000000,198.97000,200.30000,198.54000,199.90000,34411850
GAZP,D,20110720,000000,201.18000,202.19000,200.20000,200.30000,38675090
GAZP,D,20110721,000000,200.82000,203.77000,198.30000,203.70000,66030160
GAZP,D,20110722,000000,204.33000,204.90000,202.07000,202.70000,48161410
GAZP,D,20110725,000000,200.89000,201.75000,199.25000,201.21000,42976600
GAZP,D,20110726,000000,201.21000,202.79000,200.36000,201.40000,40441560
GAZP,D,20110727,000000,201.60000,203.04000,199.77000,199.88000,49690220
GAZP,D,20110728,000000,199.61000,202.35000,199.14000,202.10000,41875560
GAZP,D,20110729,000000,200.51000,201.54000,198.40000,199.44000,44882660
GAZP,D,20110801,000000,202.51000,204.67000,201.57000,202.09000,55482910
GAZP,D,20110802,000000,201.60000,201.80000,199.53000,200.51000,43999890
GAZP,D,20110803,000000,198.80000,198.90000,192.47000,193.00000,75547030
GAZP,D,20110804,000000,194.55000,194.99000,186.86000,187.00000,89305020
GAZP,D,20110805,000000,180.11000,184.95000,176.68000,181.80000,146960560
GAZP,D,20110808,000000,175.31000,179.45000,169.50000,169.90000,108643310
GAZP,D,20110809,000000,162.88000,169.90000,154.05000,166.70000,185821920
GAZP,D,20110810,000000,170.50000,170.84000,156.84000,157.70000,126407710
GAZP,D,20110811,000000,161.54000,165.58000,153.11000,164.99000,163266030
GAZP,D,20110812,000000,166.39000,170.65000,162.21000,169.50000,120148770
GAZP,D,20110815,000000,171.60000,174.80000,170.85000,174.41000,64257400
GAZP,D,20110816,000000,172.47000,172.49000,168.73000,171.10000,73596450
